ETF类型,合约月份,行权价,贴水价值,年化贴水率,剩余天数,记录日期
300ETF,2509,3.716,0.0011,0.0022,42,2025-08-13
科创50ETF,2509,1.05,0.0004,0.0031,42,2025-08-13
科创50ETF,2509,1.0,0.0026,0.0199,42,2025-08-13
科创50ETF,2512,1.35,0.0015,0.0036,133,2025-08-13
科创50ETF,2512,1.0,0.0039,0.0094,133,2025-08-13
300ETF,2603,4.2,-0.0163,-0.0062,224,2025-08-13
科创50ETF,2603,1.1,-0.0037,-0.0053,224,2025-08-13
300ETF,2509,3.52,0.0006,0.0012,42,2025-08-13
300ETF,2509,4.0,0.0001,0.0002,42,2025-08-13
科创板50ETF,2603,1.25,0.0035,0.0052,224,2025-08-13
科创板50ETF,2512,1.0,-0.0024,-0.0059,133,2025-08-13
300ETF,2603,3.7,-0.0228,-0.0087,224,2025-08-13
科创50ETF,2509,1.35,0.0006,0.0046,42,2025-08-13
科创50ETF,2508,1.1,0.0004,0.0092,14,2025-08-13
300ETF,2508,4.1,0.0023,0.0141,14,2025-08-13
科创50ETF,2603,1.15,-0.003,-0.0043,224,2025-08-13
科创50ETF,2509,0.85,0.002,0.0153,42,2025-08-13
300ETF,2512,3.814,-0.0092,-0.0059,133,2025-08-13
科创板50ETF,2509,1.25,0.0013,0.0102,42,2025-08-13
科创板50ETF,2509,0.9,0.0012,0.0094,42,2025-08-13
科创板50ETF,2509,1.3,0.0012,0.0094,42,2025-08-13
科创板50ETF,2512,0.8,-0.0039,-0.0097,133,2025-08-13
300ETF,2512,3.716,-0.0098,-0.0063,133,2025-08-13
500ETF,2512,7.25,-0.1748,-0.0729,133,2025-08-13
500ETF,2512,6.5,-0.186,-0.0776,133,2025-08-13
300ETF,2512,3.7,-0.0102,-0.0066,133,2025-08-13
300ETF,2512,4.009,-0.008,-0.0052,133,2025-08-13
科创板50ETF,2512,0.9,-0.0033,-0.0082,133,2025-08-13
300ETF,2512,4.2,-0.0067,-0.0043,133,2025-08-13
科创板50ETF,2509,1.05,0.0005,0.0039,42,2025-08-13
300ETF,2509,3.912,0.0009,0.0018,42,2025-08-13
50ETF,2508,2.95,0.0017,0.0151,14,2025-08-13
500ETF,2512,7.5,-0.1728,-0.072,133,2025-08-13
科创板50ETF,2512,1.05,-0.0034,-0.0084,133,2025-08-13
500ETF,2509,6.5,-0.0568,-0.075,42,2025-08-13
50ETF,2508,2.9,0.0018,0.016,14,2025-08-13
科创板50ETF,2512,1.1,-0.0032,-0.0079,133,2025-08-13
科创板50ETF,2509,1.15,0.0009,0.0071,42,2025-08-13
50ETF,2512,2.85,0.0194,0.0181,133,2025-08-13
科创板50ETF,2512,1.15,-0.0011,-0.0027,133,2025-08-13
300ETF,2603,4.1,-0.018,-0.0069,224,2025-08-13
科创板50ETF,2603,0.85,-0.0029,-0.0043,224,2025-08-13
科创板50ETF,2603,0.9,-0.0025,-0.0037,224,2025-08-13
300ETF,2512,4.0,-0.0089,-0.0057,133,2025-08-13
300ETF,2512,4.303,-0.0058,-0.0037,133,2025-08-13
300ETF,2512,4.205,-0.0068,-0.0044,133,2025-08-13
科创50ETF,2508,1.3,0.0023,0.0529,14,2025-08-13
300ETF,2509,4.5,0.005,0.0102,42,2025-08-13
500ETF,2509,7.5,-0.0477,-0.063,42,2025-08-13
50ETF,2603,2.85,0.0359,0.0199,224,2025-08-13
科创50ETF,2509,0.9,0.0015,0.0115,42,2025-08-13
科创板50ETF,2508,0.85,0.0015,0.0353,14,2025-08-13
50ETF,2509,2.9,0.0057,0.0168,42,2025-08-13
科创50ETF,2512,0.9,-0.0013,-0.0031,133,2025-08-13
500ETF,2603,6.0,-0.305,-0.0755,224,2025-08-13
500ETF,2603,6.5,-0.2797,-0.0692,224,2025-08-13
500ETF,2603,6.75,-0.2773,-0.0686,224,2025-08-13
300ETF,2509,4.107,0.0023,0.0047,42,2025-08-13
500ETF,2603,7.5,-0.2743,-0.0679,224,2025-08-13
500ETF,2512,6.75,-0.1853,-0.0773,133,2025-08-13
科创板50ETF,2603,1.0,-0.0008,-0.0012,224,2025-08-13
科创板50ETF,2603,0.95,-0.0025,-0.0037,224,2025-08-13
科创板50ETF,2509,1.0,-0.0005,-0.0039,42,2025-08-13
300ETF,2603,4.4,-0.0121,-0.0046,224,2025-08-13
科创50ETF,2603,1.25,-0.0023,-0.0033,224,2025-08-13
300ETF,2509,4.6,0.0077,0.0157,42,2025-08-13
科创板50ETF,2509,1.35,0.0023,0.0181,42,2025-08-13
科创50ETF,2509,0.8,0.0018,0.0138,42,2025-08-13
50ETF,2512,3.3,0.0226,0.0211,133,2025-08-13
50ETF,2509,3.3,0.0097,0.0287,42,2025-08-13
50ETF,2603,2.7,0.0268,0.0149,224,2025-08-13
50ETF,2603,2.75,0.0239,0.0132,224,2025-08-13
300ETF,2508,4.6,0.0053,0.0324,14,2025-08-13
科创50ETF,2508,1.2,0.0032,0.0736,14,2025-08-13
科创板50ETF,2512,0.85,-0.0035,-0.0087,133,2025-08-13
500ETF,2603,7.0,-0.2802,-0.0694,224,2025-08-13
500ETF,2512,5.0,-0.1977,-0.0824,133,2025-08-13
科创板50ETF,2509,0.8,0.0004,0.0031,42,2025-08-13
300ETF,2508,4.2,0.0023,0.0141,14,2025-08-13
科创50ETF,2512,0.8,-0.0018,-0.0044,133,2025-08-13
科创50ETF,2603,0.9,-0.0076,-0.0109,224,2025-08-13
科创50ETF,2603,0.95,-0.0036,-0.0052,224,2025-08-13
科创板50ETF,2603,1.2,0.0023,0.0034,224,2025-08-13
科创50ETF,2508,1.25,0.0017,0.0391,14,2025-08-13
300ETF,2512,3.52,-0.0148,-0.0095,133,2025-08-13
科创50ETF,2508,1.15,0.0022,0.0506,14,2025-08-13
科创板50ETF,2509,0.95,-0.0007,-0.0055,42,2025-08-13
500ETF,2512,5.5,-0.1933,-0.0806,133,2025-08-13
500ETF,2512,4.9,-0.1977,-0.0824,133,2025-08-13
50ETF,2603,2.8,0.0355,0.0197,224,2025-08-13
300ETF,2509,4.401,0.0027,0.0055,42,2025-08-13
科创50ETF,2508,0.85,0.0029,0.0667,14,2025-08-13
科创板50ETF,2508,1.25,0.0019,0.0447,14,2025-08-13
50ETF,2508,3.3,0.0027,0.0239,14,2025-08-13
科创50ETF,2508,1.0,0.0006,0.0138,14,2025-08-13
50ETF,2509,2.45,0.007,0.0207,42,2025-08-13
300ETF,2512,3.6,-0.0105,-0.0068,133,2025-08-13
50ETF,2508,3.1,0.0028,0.0248,14,2025-08-13
300ETF,2509,3.7,0.0011,0.0022,42,2025-08-13
科创板50ETF,2508,0.95,0.0017,0.04,14,2025-08-13
500ETF,2509,5.5,-0.058,-0.0766,42,2025-08-13
科创板50ETF,2508,0.9,0.0015,0.0353,14,2025-08-13
300ETF,2512,3.9,-0.009,-0.0058,133,2025-08-13
300ETF,2512,4.6,-0.0023,-0.0015,133,2025-08-13
50ETF,2509,2.5,0.0063,0.0186,42,2025-08-13
300ETF,2603,3.8,-0.0221,-0.0084,224,2025-08-13
500ETF,2508,7.25,-0.0006,-0.0024,14,2025-08-13
500ETF,2509,6.25,-0.0614,-0.0811,42,2025-08-13
500ETF,2509,6.0,-0.0589,-0.0778,42,2025-08-13
500ETF,2509,5.75,-0.0552,-0.0729,42,2025-08-13
300ETF,2512,3.423,-0.0114,-0.0073,133,2025-08-13
科创板50ETF,2508,0.8,0.0015,0.0353,14,2025-08-13
300ETF,2603,4.5,-0.0106,-0.0041,224,2025-08-13
500ETF,2509,5.0,-0.0557,-0.0735,42,2025-08-13
300ETF,2603,4.3,-0.0146,-0.0056,224,2025-08-13
500ETF,2509,4.8,-0.0559,-0.0738,42,2025-08-13
300ETF,2512,4.1,-0.0067,-0.0043,133,2025-08-13
300ETF,2509,3.325,0.0005,0.001,42,2025-08-13
500ETF,2603,5.75,-0.2969,-0.0735,224,2025-08-13
科创50ETF,2603,1.35,-0.0001,-0.0001,224,2025-08-13
500ETF,2512,5.25,-0.195,-0.0813,133,2025-08-13
500ETF,2603,7.25,-0.2732,-0.0676,224,2025-08-13
500ETF,2508,6.5,-0.0092,-0.0364,14,2025-08-13
500ETF,2509,4.7,-0.057,-0.0753,42,2025-08-13
科创50ETF,2603,0.85,-0.0053,-0.0076,224,2025-08-13
300ETF,2509,3.618,0.0007,0.0014,42,2025-08-13
300ETF,2509,3.5,0.0007,0.0014,42,2025-08-13
50ETF,2509,2.55,0.0073,0.0216,42,2025-08-13
300ETF,2509,4.205,0.0007,0.0014,42,2025-08-13
500ETF,2508,7.5,0.0028,0.0111,14,2025-08-13
50ETF,2512,2.6,0.0172,0.0161,133,2025-08-13
500ETF,2509,5.25,-0.0536,-0.0708,42,2025-08-13
500ETF,2508,5.75,-0.0086,-0.0341,14,2025-08-13
科创50ETF,2512,1.1,-0.0024,-0.0058,133,2025-08-13
科创板50ETF,2603,1.3,0.0009,0.0013,224,2025-08-13
500ETF,2508,5.25,-0.0001,-0.0004,14,2025-08-13
科创50ETF,2603,1.0,-0.0035,-0.005,224,2025-08-13
50ETF,2509,2.4,0.007,0.0207,42,2025-08-13
科创50ETF,2512,0.95,-0.0023,-0.0056,133,2025-08-13
科创50ETF,2603,1.3,0.0005,0.0007,224,2025-08-13
300ETF,2509,4.1,0.0008,0.0016,42,2025-08-13
50ETF,2603,3.0,0.034,0.0188,224,2025-08-13
300ETF,2509,4.009,0.0019,0.0039,42,2025-08-13
科创板50ETF,2603,1.1,-0.0016,-0.0024,224,2025-08-13
300ETF,2509,3.9,-0.0005,-0.001,42,2025-08-13
500ETF,2509,7.0,-0.0511,-0.0675,42,2025-08-13
300ETF,2508,4.4,0.0019,0.0116,14,2025-08-13
50ETF,2512,3.2,0.0188,0.0175,133,2025-08-13
300ETF,2508,3.7,0.0038,0.0232,14,2025-08-13
300ETF,2512,4.3,-0.0072,-0.0046,133,2025-08-13
科创板50ETF,2512,0.95,-0.0028,-0.0069,133,2025-08-13
科创板50ETF,2603,1.15,0.0017,0.0025,224,2025-08-13
300ETF,2512,3.5,-0.0108,-0.007,133,2025-08-13
50ETF,2512,2.7,0.0179,0.0167,133,2025-08-13
50ETF,2603,2.95,0.0345,0.0191,224,2025-08-13
50ETF,2603,3.3,0.0405,0.0224,224,2025-08-13
50ETF,2603,3.2,0.0405,0.0224,224,2025-08-13
50ETF,2512,2.5,0.0157,0.0147,133,2025-08-13
500ETF,2603,5.5,-0.3112,-0.077,224,2025-08-13
50ETF,2603,3.1,0.0392,0.0217,224,2025-08-13
50ETF,2508,3.2,0.0045,0.0399,14,2025-08-13
科创50ETF,2508,1.35,0.0013,0.0299,14,2025-08-13
50ETF,2508,2.75,0.002,0.0177,14,2025-08-13
50ETF,2508,2.65,0.0039,0.0346,14,2025-08-13
50ETF,2509,2.65,0.0077,0.0228,42,2025-08-13
科创50ETF,2508,0.95,0.0013,0.0299,14,2025-08-13
300ETF,2512,4.4,-0.0058,-0.0037,133,2025-08-13
50ETF,2508,2.85,0.0017,0.0151,14,2025-08-13
科创50ETF,2509,1.3,0.0025,0.0192,42,2025-08-13
300ETF,2509,3.227,0.0002,0.0004,42,2025-08-13
500ETF,2509,6.75,-0.0494,-0.0652,42,2025-08-13
科创50ETF,2509,0.95,-0.0006,-0.0046,42,2025-08-13
科创50ETF,2603,1.05,-0.0035,-0.005,224,2025-08-13
50ETF,2512,2.8,0.0171,0.016,133,2025-08-13
50ETF,2512,3.0,0.0166,0.0155,133,2025-08-13
科创板50ETF,2508,1.05,-0.0007,-0.0165,14,2025-08-13
科创板50ETF,2508,1.1,0.0007,0.0165,14,2025-08-13
科创板50ETF,2508,1.15,0.0,0.0,14,2025-08-13
科创板50ETF,2508,1.0,0.0017,0.04,14,2025-08-13
科创板50ETF,2509,0.85,0.0008,0.0063,42,2025-08-13
50ETF,2512,2.55,0.0168,0.0157,133,2025-08-13
50ETF,2512,2.65,0.0175,0.0163,133,2025-08-13
50ETF,2512,2.9,0.0194,0.0181,133,2025-08-13
科创50ETF,2508,1.05,0.0,0.0,14,2025-08-13
科创50ETF,2512,1.15,-0.0013,-0.0031,133,2025-08-13
50ETF,2512,2.95,0.018,0.0168,133,2025-08-13
50ETF,2512,2.75,0.0176,0.0164,133,2025-08-13
300ETF,2509,4.3,0.0019,0.0039,42,2025-08-13
500ETF,2512,4.8,-0.1986,-0.0828,133,2025-08-13
300ETF,2509,4.4,0.0018,0.0037,42,2025-08-13
科创50ETF,2509,1.4,0.0006,0.0046,42,2025-08-13
科创50ETF,2509,1.25,0.0025,0.0192,42,2025-08-13
300ETF,2512,3.8,-0.0093,-0.006,133,2025-08-13
500ETF,2603,5.25,-0.3173,-0.0786,224,2025-08-13
科创板50ETF,2509,0.75,0.0001,0.0008,42,2025-08-13
50ETF,2508,2.7,0.0038,0.0337,14,2025-08-13
500ETF,2512,5.75,-0.1915,-0.0798,133,2025-08-13
500ETF,2509,4.9,-0.0555,-0.0733,42,2025-08-13
科创板50ETF,2508,1.3,0.0007,0.0165,14,2025-08-13
科创50ETF,2603,1.2,0.0011,0.0016,224,2025-08-13
50ETF,2509,2.35,0.0066,0.0195,42,2025-08-13
科创板50ETF,2509,1.1,-0.0008,-0.0063,42,2025-08-13
50ETF,2603,2.9,0.0369,0.0205,224,2025-08-13
500ETF,2512,6.0,-0.1958,-0.0816,133,2025-08-13
500ETF,2603,6.25,-0.2854,-0.0707,224,2025-08-13
50ETF,2512,3.1,0.0203,0.0189,133,2025-08-13
科创50ETF,2509,1.15,0.0019,0.0146,42,2025-08-13
300ETF,2512,3.618,-0.0103,-0.0066,133,2025-08-13
50ETF,2509,3.2,0.0092,0.0272,42,2025-08-13
50ETF,2509,3.1,0.0088,0.026,42,2025-08-13
50ETF,2509,3.0,0.0066,0.0195,42,2025-08-13
300ETF,2603,3.9,-0.021,-0.008,224,2025-08-13
50ETF,2509,2.95,0.0065,0.0192,42,2025-08-13
50ETF,2509,2.85,0.0062,0.0183,42,2025-08-13
50ETF,2509,2.8,0.0064,0.0189,42,2025-08-13
50ETF,2509,2.75,0.0088,0.026,42,2025-08-13
50ETF,2509,2.7,0.0079,0.0234,42,2025-08-13
300ETF,2509,3.6,0.0009,0.0018,42,2025-08-13
300ETF,2512,3.912,-0.0086,-0.0055,133,2025-08-13
500ETF,2508,6.25,-0.0075,-0.0297,14,2025-08-13
50ETF,2509,2.6,0.0077,0.0228,42,2025-08-13
500ETF,2512,6.25,-0.1967,-0.082,133,2025-08-13
科创板50ETF,2603,1.05,-0.0028,-0.0041,224,2025-08-13
500ETF,2512,7.0,-0.1767,-0.0737,133,2025-08-13
500ETF,2508,6.0,-0.0074,-0.0293,14,2025-08-13
300ETF,2508,3.9,0.0038,0.0232,14,2025-08-13
科创50ETF,2512,1.05,-0.0003,-0.0007,133,2025-08-13
科创50ETF,2512,1.2,0.0008,0.0019,133,2025-08-13
300ETF,2508,3.6,0.0044,0.0269,14,2025-08-13
300ETF,2509,3.423,0.0003,0.0006,42,2025-08-13
科创50ETF,2512,1.3,0.0009,0.0022,133,2025-08-13
50ETF,2508,2.6,0.0037,0.0328,14,2025-08-13
500ETF,2508,6.75,-0.0068,-0.0269,14,2025-08-13
500ETF,2509,7.25,-0.0497,-0.0656,42,2025-08-13
500ETF,2508,5.5,-0.0087,-0.0345,14,2025-08-13
300ETF,2509,3.8,0.0013,0.0027,42,2025-08-13
300ETF,2603,4.6,-0.016,-0.0061,224,2025-08-13
500ETF,2508,5.0,0.0001,0.0004,14,2025-08-13
科创50ETF,2512,1.25,0.0006,0.0015,133,2025-08-13
科创50ETF,2508,0.9,0.0029,0.0667,14,2025-08-13
50ETF,2509,2.75,0.0057,0.0165,43,2025-08-12
50ETF,2509,2.4,0.0032,0.0093,43,2025-08-12
500ETF,2603,7.25,-0.3165,-0.079,225,2025-08-12
50ETF,2509,2.6,0.0057,0.0165,43,2025-08-12
50ETF,2509,2.55,0.0056,0.0162,43,2025-08-12
500ETF,2512,5.25,-0.2328,-0.0976,134,2025-08-12
500ETF,2512,7.0,-0.2107,-0.0883,134,2025-08-12
50ETF,2508,2.9,0.002,0.0166,15,2025-08-12
科创50ETF,2603,1.35,0.005,0.0072,225,2025-08-12
50ETF,2508,3.3,0.0051,0.0423,15,2025-08-12
50ETF,2508,3.2,0.0047,0.039,15,2025-08-12
科创50ETF,2512,1.05,-0.0022,-0.0053,134,2025-08-12
300ETF,2509,4.205,-0.0016,-0.0032,43,2025-08-12
科创板50ETF,2508,1.0,0.0011,0.0244,15,2025-08-12
50ETF,2509,2.45,0.0042,0.0122,43,2025-08-12
50ETF,2509,3.0,0.005,0.0145,43,2025-08-12
科创50ETF,2508,1.1,0.0021,0.0455,15,2025-08-12
500ETF,2512,5.0,-0.2352,-0.0986,134,2025-08-12
科创板50ETF,2508,1.25,0.0026,0.0576,15,2025-08-12
50ETF,2508,3.0,0.0016,0.0133,15,2025-08-12
300ETF,2509,4.107,-0.0075,-0.0151,43,2025-08-12
50ETF,2509,2.5,0.0052,0.0151,43,2025-08-12
50ETF,2512,2.75,0.0147,0.0137,134,2025-08-12
科创板50ETF,2509,1.2,0.0013,0.01,43,2025-08-12
300ETF,2512,3.7,-0.0177,-0.0114,134,2025-08-12
300ETF,2509,4.303,-0.0014,-0.0028,43,2025-08-12
50ETF,2508,3.1,0.0042,0.0349,15,2025-08-12
科创50ETF,2508,0.9,0.0036,0.0779,15,2025-08-12
50ETF,2512,3.0,0.017,0.0158,134,2025-08-12
科创50ETF,2603,1.15,0.003,0.0043,225,2025-08-12
500ETF,2603,6.75,-0.3241,-0.0809,225,2025-08-12
科创板50ETF,2509,0.85,0.0007,0.0054,43,2025-08-12
500ETF,2603,7.0,-0.3147,-0.0786,225,2025-08-12
50ETF,2509,2.7,0.006,0.0174,43,2025-08-12
300ETF,2509,3.618,-0.0038,-0.0076,43,2025-08-12
科创50ETF,2512,1.0,-0.0025,-0.0061,134,2025-08-12
科创板50ETF,2603,1.05,-0.0031,-0.0046,225,2025-08-12
科创50ETF,2509,0.8,0.0011,0.0083,43,2025-08-12
50ETF,2512,2.9,0.015,0.0139,134,2025-08-12
500ETF,2603,6.0,-0.3459,-0.0864,225,2025-08-12
科创50ETF,2512,1.2,-0.0008,-0.0019,134,2025-08-12
50ETF,2509,2.65,0.0057,0.0165,43,2025-08-12
50ETF,2508,2.85,0.0018,0.0149,15,2025-08-12
科创板50ETF,2512,1.1,-0.0024,-0.006,134,2025-08-12
50ETF,2508,2.75,0.0034,0.0282,15,2025-08-12
300ETF,2512,3.52,-0.0175,-0.0113,134,2025-08-12
科创板50ETF,2509,1.35,0.0009,0.007,43,2025-08-12
科创50ETF,2603,1.05,0.001,0.0014,225,2025-08-12
300ETF,2509,4.3,-0.003,-0.006,43,2025-08-12
科创板50ETF,2508,0.85,0.002,0.0443,15,2025-08-12
50ETF,2509,2.85,0.0041,0.0119,43,2025-08-12
300ETF,2603,4.1,-0.0286,-0.011,225,2025-08-12
300ETF,2512,4.6,-0.0102,-0.0066,134,2025-08-12
500ETF,2508,7.0,-0.0233,-0.0873,15,2025-08-12
500ETF,2508,5.0,-0.0193,-0.0723,15,2025-08-12
500ETF,2603,6.25,-0.3447,-0.0861,225,2025-08-12
科创板50ETF,2512,0.85,-0.006,-0.0149,134,2025-08-12
科创板50ETF,2512,0.9,-0.0043,-0.0107,134,2025-08-12
科创板50ETF,2512,0.95,-0.0037,-0.0092,134,2025-08-12
300ETF,2603,3.9,-0.0297,-0.0114,225,2025-08-12
300ETF,2603,3.8,-0.0303,-0.0116,225,2025-08-12
300ETF,2603,3.7,-0.0339,-0.013,225,2025-08-12
300ETF,2512,4.5,-0.0114,-0.0073,134,2025-08-12
50ETF,2508,2.8,0.0014,0.0116,15,2025-08-12
50ETF,2509,2.8,0.0041,0.0119,43,2025-08-12
50ETF,2508,2.95,0.0022,0.0183,15,2025-08-12
500ETF,2508,7.25,-0.0251,-0.094,15,2025-08-12
300ETF,2509,4.0,-0.0062,-0.0124,43,2025-08-12
500ETF,2512,6.0,-0.228,-0.0956,134,2025-08-12
50ETF,2509,3.2,0.0073,0.0211,43,2025-08-12
300ETF,2512,3.618,-0.0171,-0.011,134,2025-08-12
300ETF,2512,3.8,-0.0161,-0.0104,134,2025-08-12
300ETF,2512,3.716,-0.0177,-0.0114,134,2025-08-12
300ETF,2508,3.6,0.0016,0.0092,15,2025-08-12
300ETF,2509,4.1,-0.0069,-0.0139,43,2025-08-12
300ETF,2508,3.9,-0.0033,-0.019,15,2025-08-12
300ETF,2512,3.9,-0.0164,-0.0106,134,2025-08-12
300ETF,2512,3.814,-0.016,-0.0103,134,2025-08-12
300ETF,2508,4.3,0.0011,0.0063,15,2025-08-12
300ETF,2512,3.423,-0.0178,-0.0115,134,2025-08-12
300ETF,2512,4.205,-0.0132,-0.0085,134,2025-08-12
300ETF,2603,4.6,-0.0193,-0.0074,225,2025-08-12
50ETF,2509,2.95,0.0043,0.0124,43,2025-08-12
科创板50ETF,2603,1.3,0.0021,0.0031,225,2025-08-12
科创板50ETF,2508,0.95,0.0018,0.0399,15,2025-08-12
500ETF,2603,5.75,-0.3499,-0.0874,225,2025-08-12
500ETF,2509,6.25,-0.0837,-0.1094,43,2025-08-12
500ETF,2508,6.75,-0.0288,-0.1079,15,2025-08-12
科创板50ETF,2509,0.9,0.0,0.0,43,2025-08-12
300ETF,2509,4.6,-0.001,-0.002,43,2025-08-12
500ETF,2509,6.0,-0.0864,-0.1129,43,2025-08-12
科创板50ETF,2512,1.05,-0.0034,-0.0084,134,2025-08-12
50ETF,2509,2.9,0.0048,0.0139,43,2025-08-12
科创板50ETF,2603,1.1,-0.0023,-0.0034,225,2025-08-12
50ETF,2508,2.65,0.0037,0.0307,15,2025-08-12
300ETF,2508,4.0,0.0005,0.0029,15,2025-08-12
300ETF,2512,4.3,-0.0138,-0.0089,134,2025-08-12
500ETF,2509,5.0,-0.08,-0.1045,43,2025-08-12
500ETF,2508,5.75,-0.0288,-0.1079,15,2025-08-12
500ETF,2509,5.75,-0.0832,-0.1087,43,2025-08-12
科创50ETF,2603,1.3,0.0045,0.0065,225,2025-08-12
50ETF,2512,3.1,0.0195,0.0181,134,2025-08-12
50ETF,2508,2.6,0.0037,0.0307,15,2025-08-12
300ETF,2603,4.5,-0.0188,-0.0072,225,2025-08-12
科创板50ETF,2508,0.9,0.0021,0.0465,15,2025-08-12
科创板50ETF,2508,0.8,0.0019,0.0421,15,2025-08-12
科创板50ETF,2512,0.8,-0.0047,-0.0117,134,2025-08-12
科创50ETF,2509,1.05,0.0008,0.006,43,2025-08-12
50ETF,2512,2.7,0.0154,0.0143,134,2025-08-12
科创50ETF,2512,1.15,-0.0024,-0.0058,134,2025-08-12
300ETF,2509,4.2,-0.0031,-0.0062,43,2025-08-12
科创50ETF,2512,1.25,-0.0001,-0.0002,134,2025-08-12
500ETF,2508,6.5,-0.026,-0.0974,15,2025-08-12
500ETF,2509,7.0,-0.0749,-0.0979,43,2025-08-12
500ETF,2508,5.5,-0.0314,-0.1176,15,2025-08-12
500ETF,2509,7.25,-0.0773,-0.101,43,2025-08-12
科创50ETF,2509,1.1,-0.0002,-0.0015,43,2025-08-12
科创50ETF,2509,1.0,0.0023,0.0174,43,2025-08-12
科创50ETF,2509,0.95,0.0016,0.0121,43,2025-08-12
50ETF,2512,2.8,0.0168,0.0156,134,2025-08-12
科创50ETF,2603,0.95,-0.0005,-0.0007,225,2025-08-12
科创板50ETF,2509,0.95,0.0009,0.007,43,2025-08-12
500ETF,2509,5.25,-0.0761,-0.0994,43,2025-08-12
科创50ETF,2508,1.35,0.0041,0.0888,15,2025-08-12
300ETF,2512,4.303,-0.0146,-0.0094,134,2025-08-12
300ETF,2512,4.107,-0.014,-0.009,134,2025-08-12
300ETF,2512,4.0,-0.0158,-0.0102,134,2025-08-12
500ETF,2603,5.5,-0.3609,-0.0901,225,2025-08-12
500ETF,2508,6.25,-0.0277,-0.1037,15,2025-08-12
500ETF,2508,6.0,-0.0259,-0.097,15,2025-08-12
科创板50ETF,2508,1.3,0.0026,0.0576,15,2025-08-12
500ETF,2512,4.9,-0.2322,-0.0974,134,2025-08-12
科创50ETF,2603,1.2,0.0044,0.0064,225,2025-08-12
50ETF,2508,2.7,0.002,0.0166,15,2025-08-12
科创板50ETF,2509,0.8,0.0004,0.0031,43,2025-08-12
科创板50ETF,2603,1.2,0.002,0.003,225,2025-08-12
300ETF,2603,4.3,-0.0229,-0.0088,225,2025-08-12
300ETF,2512,4.2,-0.0157,-0.0101,134,2025-08-12
科创板50ETF,2508,1.15,0.0011,0.0244,15,2025-08-12
科创板50ETF,2512,1.0,-0.0033,-0.0082,134,2025-08-12
科创板50ETF,2512,1.25,-0.0017,-0.0042,134,2025-08-12
500ETF,2509,6.5,-0.0808,-0.1056,43,2025-08-12
500ETF,2509,4.9,-0.0801,-0.1047,43,2025-08-12
500ETF,2508,5.25,-0.0254,-0.0951,15,2025-08-12
科创50ETF,2508,1.15,0.0023,0.0498,15,2025-08-12
科创板50ETF,2508,1.2,0.0022,0.0488,15,2025-08-12
科创板50ETF,2603,1.15,0.0016,0.0024,225,2025-08-12
500ETF,2512,4.8,-0.2373,-0.0995,134,2025-08-12
50ETF,2512,2.55,0.015,0.0139,134,2025-08-12
科创50ETF,2509,0.9,0.0018,0.0136,43,2025-08-12
300ETF,2512,4.4,-0.0112,-0.0072,134,2025-08-12
500ETF,2603,7.5,-0.3322,-0.0829,225,2025-08-12
300ETF,2512,4.1,-0.0139,-0.009,134,2025-08-12
科创板50ETF,2512,1.2,-0.0012,-0.003,134,2025-08-12
300ETF,2603,4.2,-0.0252,-0.0097,225,2025-08-12
科创50ETF,2509,1.2,0.0026,0.0196,43,2025-08-12
50ETF,2603,2.95,0.0308,0.017,225,2025-08-12
300ETF,2509,3.325,-0.0043,-0.0086,43,2025-08-12
科创50ETF,2508,1.25,0.0034,0.0736,15,2025-08-12
300ETF,2509,3.423,-0.0083,-0.0167,43,2025-08-12
300ETF,2509,3.5,-0.0079,-0.0159,43,2025-08-12
300ETF,2509,3.52,-0.0063,-0.0126,43,2025-08-12
300ETF,2509,3.6,-0.0036,-0.0072,43,2025-08-12
300ETF,2509,3.7,-0.0037,-0.0074,43,2025-08-12
300ETF,2509,4.4,-0.0042,-0.0084,43,2025-08-12
300ETF,2509,3.814,-0.003,-0.006,43,2025-08-12
科创50ETF,2508,1.3,0.0041,0.0888,15,2025-08-12
300ETF,2508,3.8,-0.0015,-0.0086,15,2025-08-12
50ETF,2603,3.3,0.033,0.0183,225,2025-08-12
50ETF,2603,2.8,0.0307,0.017,225,2025-08-12
50ETF,2603,2.9,0.0277,0.0153,225,2025-08-12
50ETF,2603,2.75,0.0299,0.0165,225,2025-08-12
300ETF,2512,3.6,-0.0172,-0.0111,134,2025-08-12
50ETF,2603,3.0,0.0317,0.0175,225,2025-08-12
科创50ETF,2603,0.85,-0.0016,-0.0023,225,2025-08-12
科创50ETF,2512,1.35,0.0007,0.0017,134,2025-08-12
500ETF,2512,5.5,-0.2289,-0.096,134,2025-08-12
科创板50ETF,2508,1.1,0.0003,0.0066,15,2025-08-12
50ETF,2603,3.1,0.0367,0.0203,225,2025-08-12
50ETF,2603,3.2,0.0338,0.0187,225,2025-08-12
科创板50ETF,2508,1.05,-0.0005,-0.0111,15,2025-08-12
50ETF,2512,3.2,0.021,0.0195,134,2025-08-12
科创50ETF,2603,1.0,-0.0001,-0.0001,225,2025-08-12
300ETF,2603,4.0,-0.031,-0.0119,225,2025-08-12
科创板50ETF,2509,1.1,-0.0007,-0.0054,43,2025-08-12
科创板50ETF,2509,1.0,-0.0009,-0.007,43,2025-08-12
300ETF,2509,4.5,-0.0014,-0.0028,43,2025-08-12
